V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,LocationLatitude,LocationLongitude,LocationAccuracy,
R_8k9JiVIwhRc1YJz,Default Response Set,Anonymous,,,152.23.171.89,0,2017-11-08 16:11:04,2017-11-13 09:00:55,1,1,Cecil G. Sheps Center for Health Services Research (Sheps Center),,,"Register Now! ""Raising Bertie"" Film and Discussion 12/4",https://apps.research.unc.edu//events/index.cfm?event=events.eventDetails&event_key=E7442B068117EB4312E8AA0E5C0E50F14119F8ED,11/08/2017,External Event,1,,2017-12-04,2017-12-04,UNC Morehead Planetarium,,,,,,,,"Raising Bertie, is a tremendous documentary on three youth growing up in Bertie County, NC.  Some of our research projects are set in similar communities throughout North Carolina, and our service to the people of North Carolina requires us to have a deep understanding of all parts of our state. /  / The screening will be 1:00-3:00 p.m., with a one hour discussion after the film by the director Margaret Byrne and a panel of Sheps Center researchers reflecting on working in rural North Carolina (Sam Cykert, Crystal Cené, Sherri Green, and Jacquie Halladay). /  / Anyone with an interest in the people of North Carolina, especially our rural populations, should attend. /  / Monday, December 4, 2017    / 1:00 - 4:00 p.m. / The UNC Morehead Planetarium Science Stage",https://pbs.twimg.com/profile_images/718769269207470080/TlWvmFmJ_400x400.jpg,36.052505493164,-79.107696533203,-1,
R_1Ny0OODUnexx2J7,Default Response Set,Anonymous,,,152.23.171.89,0,2017-11-13 09:00:56,2017-11-13 09:26:42,1,1,Other institution not in the list,Open Journal of Preventive Medicine,http://www.scirp.org/journal/ojpm/,Call for Papers: Special Issue on Social Medicine,http://www.scirp.org/journal/htmlOfSpecialIssue.aspx?ID=4277&JournalID=610&utm_source=e_si&utm_medium=ojpm_sm_20171106_fangyu_128276&utm_content=3487_eranty.com,11/13/2017,External Event,1,,2017-11-13,2017-11-21,Call for Papers,,,,,,,,"In this special issue, the Open Journal of Preventive Medicine intends to invite front-line researchers and authors to submit original researches and review articles on exploring Social Medicine.  /  / Prospective authors should submit an electronic copy of their complete manuscript through the journal’s &lt;a href=""http://papersubmission.scirp.org/paper/showAddPaper?journalID=104&utm_campaign=papersubmission&utm_source=e_paper&utm_medium=ojpm_sm_20170818_chendan""&gt;Paper Submission System&lt;/a&gt;. /  / Submissions are due by November 21, 2017. The publication date will be in January 2018. /  / For further questions or inquiries, please contact the Editorial Assistant at ojpm@scirp.org.",http://file.scirp.org/image/OJPM2015012713383620.jpg,36.052505493164,-79.107696533203,-1,
R_1pZ5BWaUkrjoRdb,Default Response Set,Anonymous,,,152.23.32.87,0,2017-11-13 10:22:44,2017-11-13 10:23:06,1,1,University of North Carolina at Chapel Hill,,,Dr. Brinkley-Rubinstein received a UNC CFAR Developmental Award,https://cher.unc.edu/cher-news/dr-brinkley-rubinstein-received-unc-cfar-developmental-award/,11/09/2017,CHER News,,,,,,,,,,,1,,"The one year grant will include exploring the use of pre-exposure prophylaxis (PrEP) among injection drug users in Guilford County, NC.",https://cher.unc.edu/files/2016/08/Brinkley-Rubinstein.jpeg,36.052505493164,-79.107696533203,-1,
R_7QmiUcZcEy2JbvH,Default Response Set,Anonymous,,,152.23.83.80,0,2017-11-13 11:44:24,2017-11-13 11:48:49,1,1,National Institutes of Health (NIH),,,Medical Research Scholars Program,https://clinicalcenter.nih.gov/training/mrsp/?utm_medium=email&utm_source=govdelivery,11/13/2017,Funding,,,,,,1,2017-10-01,2018-01-12,https://clinicalcenter.nih.gov/training/mrsp/?utm_medium=email&utm_source=govdelivery,Stipend + Housing,,,"The National Institutes of Health (NIH) Medical Research Scholars Program (MRSP) is a comprehensive, year-long research enrichment program designed to attract the most creative, research-oriented medical, dental, and veterinary students to the intramural campus of the NIH in Bethesda, MD. /  / Student scholars engage in a closely mentored basic, clinical, or translational research project on the main NIH campus in Bethesda or nearby NIH facilities that matches their research interests and career goals. /  / The MRSP is designed for U.S. citizens and permanent residents currently enrolled in an accredited medical, dental, or veterinary program and are in their 2nd, 3rd, or 4th year. Interested students should a have strong interest in conducting basic, clinical, or translational research.",,36.052505493164,-79.107696533203,-1,
R_3hsvqcsNPQZGVOM,Default Response Set,Anonymous,,,152.23.83.80,0,2017-11-13 11:48:50,2017-11-13 11:55:48,1,1,Other institution not in the list,National Conference on Health Disparities,http://nchd.library.musc.edu/,Call for Abstracts: Student Research Forum for the National Conference on Health Disparities,http://nchd.library.musc.edu/2018/abstracts.php,11/13/2017,External Event,1,,2017-11-13,2017-12-22,"Philadelphia, PA",,,,,,,,"The 11th Annual National Conference on Health Disparities will take place May 16-19, 2018, with the theme of “Reducing Health Disparities Through Sustaining and Strengthening Healthy Communities.” The mission of the conference is to focus on policies, research interventions, and programs that address prevention, social determinants, and personal responsibility in reducing health disparities and promoting health equity. /  / The Conference invites student submissions for a poster session. The session will be included in a Student Research Forum that will also include oral presentations by students, a keynote address, and roundtable discussions. /  / The conference will take place May 16-19, 2018 in Philadelphia, PA. The Student Research Forum will take place on May 16, 2018.",https://pbs.twimg.com/media/C_Ug6i5UwAAdWsg.jpg:large,36.052505493164,-79.107696533203,-1,
R_2zAzUxWEFwFYHcT,Default Response Set,Anonymous,,,152.23.208.45,0,2017-11-13 13:04:31,2017-11-13 13:04:52,1,1,Other institution not in the list,FASPE,http://www.faspe-ethics.org/,Information Session for UNC SOM Students Interested in Applying for FASPE Summer Medical Fellowship,https://cher.unc.edu/files/2017/11/FASPEMedicalFlyerInfoSessionCoverSheet2018.pdf,11/07/2017,External Event,1,,2017-11-16,2017-11-16,UNC School of Medicine / 4076 Bondurant Hall / ,,,,,,,,"&lt;a href=""http://www.faspe-ethics.org"" target=""_blank""&gt;FASPE&lt;/a&gt; Medical (Fellowships at Auschwitz for the Study of Professional Ethics in Medicine) is a fully-funded two-week summer program that uses the conduct of doctors and other medical professionals in Nazi Germany as a launching point and backdrop for an intensive study of contemporary medical ethics. FASPE Medical is predicated upon the power of place. Fellows visit Auschwitz and other sites in Germany and Poland where they consider how to apply the lessons of history to the ethical challenges in medicine today. /  / Interested students are invited to an Information Session with UNC Law School Professor Eric Muller on Thursday, November 16 at noon. The applications are competitive.",https://pbs.twimg.com/profile_images/2207071161/FASPE_Logo.jpg,36.052505493164,-79.107696533203,-1,
R_XnaMsOJvc9Vs9K9,Default Response Set,Anonymous,,,152.23.194.134,0,2018-01-08 08:13:00,2018-01-08 08:26:20,1,1,National Institute of Health,,,Webinar: Cancer Prevention and Control Research in Appalachian Kentucky,https://cbiit.webex.com/mw3100/mywebex/default.do?nomenu=true&siteurl=cbiit&service=6&rnd=0.2224079391446654&main_url=https%3A%2F%2Fcbiit.webex.com%2Fec3100%2Feventcenter%2Fevent%2FeventAction.do%3FtheAction%3Ddetail%26%26%26EMK%3D4832534b00000004a4990ce42dca0cec12594348b04bb01c29451c1d3c859b81e0e24bf9be214bc0%26siteurl%3Dcbiit%26confViewID%3D2723188518%26encryptTicket%3DSDJTSwAAAARqDlGOfLsme7yC5BmVa8XuKt49b55Hg3GS1j9vV7fwyQ2%26,01/08/2018,External Event,1,,2018-01-17,2018-01-17,Webinar,,,,,,,,"University of Kentucky Associate Professor of Health Behavior and Society, Robin Vanderpool, DrPH, CHES,  will lead a webinar sponsored by the National Cancer Institute on Wednesday, January 17 at 2:00 p.m. EST.   /  / Dr. Vanderpool's research interests include cancer health disparities among rural and Appalachian populations, HPV vaccination, dissemination and implementation research, the impact of cancer on employment and treatment outcomes, and cancer survivorship. / ",http://www.uky.edu/publichealth/sites/www.uky.edu.publichealth/files/facultyAndStaffPhotos/headshot_Vanderpool-Robin.jpg,36.052505493164,-79.107696533203,-1,
R_z1N9ZzMULWatpMB,Default Response Set,Anonymous,,,152.23.194.134,0,2018-01-08 08:26:21,2018-01-08 08:55:43,1,1,Other institution not in the list,University of Washington School of Public Health,http://sph.washington.edu/,Health Disparities Faculty Position at the University of Washington,https://cher.unc.edu/files/2018/01/Uni-of-Washington-Assistant-or-Associate-Professor-Health-Disparities.pdf,01/08/2018,Funding,,,,,,1,2018-01-01,2018-01-31,https://cher.unc.edu/files/2018/01/Uni-of-Washington-Assistant-or-Associate-Professor-Health-Disparities.pdf,Salary,,,"The University of Washington School of Public Health is actively seeking candidates for an Assistant or Associate Professor faculty position in Health Disparities in the Department of Health Services. They are especially interested in candidates with experience in health care disparities, social determinants of health, health informatics, implementation science, or health policy. /  / Review of applications will begin January 31, 2018. The position is open until filled.",,36.052505493164,-79.107696533203,-1,
R_zd6vEmmH2QGtM1H,Default Response Set,Anonymous,,,152.23.177.29,0,2018-01-16 12:20:58,2018-01-16 12:36:01,1,1,Other institution not in the list,Transdisciplinary (TD) Research on Energetics and Cancer,http://trectraining.yale.edu/,Training Workshop for Early Career Investigators,http://trectraining.yale.edu/,01/16/2018,External Event,1,,2018-06-17,2018-06-22,"Water’s Edge Resort, Westbrook, CT",,,,,,,,"We are building a diverse community of TD researchers and invite you to / apply to our mentored program: the Transdisciplinary Research on Energetics / and Cancer (TREC) Training Workshop. Funded by the National Cancer / Institute and led by Yale University’s Dr. Melinda Irwin with a Senior Advisory / Board and expert faculty from across the country, this program builds capacity in / TD energetics and cancer research from basic, clinical, and population / science perspectives, and is designed for early career investigators (i.e., junior / faculty and postdocs).",https://ysm-websites-live-prod.azureedge.net/ysph/trecrep/about/trec_logo_version1_269995_33749_v2_w358.jpg,36.052505493164,-79.107696533203,-1,
R_1mfaLHxCPhamkPT,Default Response Set,Anonymous,,,152.23.177.29,0,2018-01-16 13:40:50,2018-01-16 13:41:23,1,1,UNC Center for Health Equity Research,,,Junior Faculty Development Award to Support SEARCH Awarded,https://cher.unc.edu/cher-news/junior-faculty-development-award-support-search-awarded/,01/16/2018,CHER News,,,,,,,,,,,1,,"CHER Associate, and Health Policy and Management Assistant Professor, &lt;a href=""https://cher.unc.edu/cher-team/leah-frerichs-phd/""&gt;Leah Frerichs, PhD&lt;/a&gt;, was selected to receive a Junior Faculty Development Award by the university for supporting her work on the &lt;a href=""https://cher.unc.edu/rocky-mount-search-mobile-application-project/""&gt;SEARCH project&lt;/a&gt;.",https://cher.unc.edu/files/2017/06/Frerichs-Leah.jpg,36.052505493164,-79.107696533203,-1,
R_1g0E2ZJGQWZY0o1,Default Response Set,Anonymous,,,152.23.166.98,0,2018-01-22 11:00:23,2018-01-22 11:06:26,1,1,Other institution not in the list,Office of Disease Prevention and Health Promotion,https://health.gov/,Pathways to Safer Opioid Use: Online Training,https://health.gov/hcq/training-pathways.asp,01/22/2018,External Event,1,,2018-01-01,2018-01-31,Webinar,,,,,,,,"The Pathways to Safer Opioid Use online interactive training is designed to help health professionals and students learn about safe use of opioids to manage chronic pain — and ultimately to reduce opioid-related ADEs in their communities. Since 2015, ODPHP has partnered with the American Public Health Association (APHA) to promote the Pathways training and offer continuing education credit to users.  /  / This month, APHA will begin an evaluation of the efficacy of the Pathways training on behalf of ODPHP. Physicians, nurses, and pharmacists are invited to participate in the &lt;a href=""https://health.gov/news/blog/2018/01/evaluating-pathways-safer-opioid-use-online-training/""&gt;evaluation&lt;/a&gt;. ",https://health.gov/news/wp-content/uploads/2018/01/Pathways-graphic_OASH-cleared_2018.01.16-768x384.png,36.052505493164,-79.107696533203,-1,
R_1CvcvX52nqj4SRi,Default Response Set,Anonymous,,,152.23.166.98,0,2018-01-22 11:06:27,2018-01-22 11:24:21,1,1,UNC Gillings School of Global Public Health,,,39th Annual Minority Health Conference,http://minorityhealth.web.unc.edu/,01/22/2018,External Event,1,,2018-02-23,2018-02-23,"William and Ida Friday Center for Continuing Education / 100 Friday Center Drive / Chapel Hill, NC 27517",,,,,,,,"Registration for the 39th Annual Minority Health Conference is now open. /  / This year’s theme, Reclaiming the Narrative, is based in the recognition that the world is organized by the stories we tell. Stories have the power to influence the way we view ourselves and others and have the power to shape our actions. /  / Speakers include: /  / The 20th Annual William T. Small, Jr. Keynote Lecturer: Monica Raye Simpson / The 6th Annual Victor J. Schoenbach Keynote Lecturer: Vann R. Newkirk II, MSPH",http://minorityhealth.web.unc.edu/files/2017/12/2018_Banner_Header.png,36.052505493164,-79.107696533203,-1,
